idVendeur,C_vendeur_idx
V_Angers_4,C_V_Angers_4_4
V_Angers_4,C_V_Angers_4_5
V_Angers_4,C_V_Angers_4_6
V_Angers_4,C_V_Angers_4_7
V_Angers_4,C_V_Angers_4_8
V_Angers_4,C_V_Angers_4_9
V_Angers_5,C_V_Angers_5_1
V_Angers_5,C_V_Angers_5_2
V_Angers_5,C_V_Angers_5_3
V_Angers_5,C_V_Angers_5_4
V_Angers_5,C_V_Angers_5_5
V_Angers_5,C_V_Angers_5_6
V_Angers_5,C_V_Angers_5_7
V_Angers_5,C_V_Angers_5_8
V_Angers_5,C_V_Angers_5_9
V_Angers_5,C_V_Angers_5_10
V_Angers_5,C_V_Angers_5_11
V_Angers_5,C_V_Angers_5_12
V_Angers_5,C_V_Angers_5_13
V_Angers_5,C_V_Angers_5_14
V_Angers_5,C_V_Angers_5_15
V_Angers_5,C_V_Angers_5_16
V_Angers_5,C_V_Angers_5_17
V_Angers_5,C_V_Angers_5_18
V_Angers_5,C_V_Angers_5_19
V_Angers_5,C_V_Angers_5_20
V_Angers_5,C_V_Angers_5_21
V_Angers_5,C_V_Angers_5_22
V_Angers_5,C_V_Angers_5_23
V_Angers_5,C_V_Angers_5_24
V_Angers_5,C_V_Angers_5_25
V_Angers_6,C_V_Angers_6_1
V_Angers_6,C_V_Angers_6_2
V_Angers_6,C_V_Angers_6_3
V_Angers_6,C_V_Angers_6_4
V_Angers_6,C_V_Angers_6_5
V_Angers_6,C_V_Angers_6_6
V_Angers_6,C_V_Angers_6_7
V_Angers_6,C_V_Angers_6_8
V_Angers_6,C_V_Angers_6_9
V_Angers_6,C_V_Angers_6_10
V_Angers_6,C_V_Angers_6_11
V_Angers_6,C_V_Angers_6_12
V_Angers_6,C_V_Angers_6_13
V_Angers_6,C_V_Angers_6_14
V_Angers_6,C_V_Angers_6_15
V_Angers_6,C_V_Angers_6_16
V_Angers_6,C_V_Angers_6_17
V_Angers_6,C_V_Angers_6_18
V_Angers_6,C_V_Angers_6_19
V_Angers_6,C_V_Angers_6_20
V_Angers_6,C_V_Angers_6_21
V_Angers_6,C_V_Angers_6_22
V_Angers_6,C_V_Angers_6_23
V_Angers_6,C_V_Angers_6_24
V_Angers_6,C_V_Angers_6_25
V_Angers_6,C_V_Angers_6_26
V_Angers_6,C_V_Angers_6_27
V_Angers_6,C_V_Angers_6_28
V_Angers_6,C_V_Angers_6_29
V_Angers_7,C_V_Angers_7_1
V_Angers_7,C_V_Angers_7_2
V_Angers_7,C_V_Angers_7_3
V_Angers_7,C_V_Angers_7_4
V_Angers_7,C_V_Angers_7_5
V_Angers_7,C_V_Angers_7_6
V_Angers_8,C_V_Angers_8_1
V_Angers_8,C_V_Angers_8_2
V_Angers_8,C_V_Angers_8_3
V_Angers_8,C_V_Angers_8_4
V_Angers_8,C_V_Angers_8_5
V_Angers_8,C_V_Angers_8_6
V_Angers_9,C_V_Angers_9_1
V_Angers_9,C_V_Angers_9_2
V_Angers_9,C_V_Angers_9_3
V_Angers_9,C_V_Angers_9_4
V_Angers_9,C_V_Angers_9_5
V_Angers_9,C_V_Angers_9_6
V_Angers_9,C_V_Angers_9_7
V_Angers_9,C_V_Angers_9_8
V_Angers_9,C_V_Angers_9_9
V_Angers_9,C_V_Angers_9_10
V_Angers_9,C_V_Angers_9_11
V_Angers_9,C_V_Angers_9_12
V_Angers_9,C_V_Angers_9_13
V_Angers_9,C_V_Angers_9_14
V_Angers_9,C_V_Angers_9_15
V_Angers_9,C_V_Angers_9_16
V_Angers_9,C_V_Angers_9_17
V_Angers_9,C_V_Angers_9_18
V_Angers_9,C_V_Angers_9_19
V_Angers_9,C_V_Angers_9_20
V_Angers_9,C_V_Angers_9_21
V_Angers_9,C_V_Angers_9_22
V_Angers_9,C_V_Angers_9_23
V_Angers_9,C_V_Angers_9_24
V_Angers_9,C_V_Angers_9_25
V_Angers_9,C_V_Angers_9_26
V_Angers_9,C_V_Angers_9_27
V_Angers_9,C_V_Angers_9_28
V_Angers_9,C_V_Angers_9_29
V_Balma_1,C_V_Balma_1_1
V_Balma_1,C_V_Balma_1_2
V_Balma_1,C_V_Balma_1_3
V_Balma_1,C_V_Balma_1_4
V_Balma_1,C_V_Balma_1_5
V_Balma_1,C_V_Balma_1_6
V_Balma_1,C_V_Balma_1_7
V_Balma_1,C_V_Balma_1_8
V_Balma_1,C_V_Balma_1_9
V_Balma_1,C_V_Balma_1_10
V_Balma_1,C_V_Balma_1_11
V_Balma_1,C_V_Balma_1_12
V_Balma_1,C_V_Balma_1_13
V_Balma_1,C_V_Balma_1_14
V_Balma_1,C_V_Balma_1_15
V_Balma_1,C_V_Balma_1_16
V_Balma_1,C_V_Balma_1_17
V_Balma_1,C_V_Balma_1_18
V_Balma_1,C_V_Balma_1_19
V_Balma_1,C_V_Balma_1_20
V_Balma_1,C_V_Balma_1_21
V_Balma_1,C_V_Balma_1_22
V_Balma_1,C_V_Balma_1_23
V_Balma_1,C_V_Balma_1_24
V_Balma_1,C_V_Balma_1_25
V_Balma_1,C_V_Balma_1_26
V_Balma_1,C_V_Balma_1_27
V_Balma_1,C_V_Balma_1_28
V_Balma_1,C_V_Balma_1_29
V_Balma_1,C_V_Balma_1_30
V_Balma_1,C_V_Balma_1_31
V_Balma_1,C_V_Balma_1_32
V_Balma_1,C_V_Balma_1_33
V_Balma_1,C_V_Balma_1_34
V_Balma_1,C_V_Balma_1_35
V_Balma_1,C_V_Balma_1_36
V_Balma_1,C_V_Balma_1_37
V_Balma_1,C_V_Balma_1_38
V_Balma_1,C_V_Balma_1_39
V_Balma_1,C_V_Balma_1_40
V_Balma_1,C_V_Balma_1_41
V_Balma_1,C_V_Balma_1_42
V_Balma_1,C_V_Balma_1_43
V_Balma_1,C_V_Balma_1_44
V_Balma_1,C_V_Balma_1_45
V_Balma_1,C_V_Balma_1_46
V_Balma_1,C_V_Balma_1_47
V_Balma_1,C_V_Balma_1_48
V_Balma_2,C_V_Balma_2_1
V_Balma_2,C_V_Balma_2_2
V_Balma_2,C_V_Balma_2_3
V_Balma_2,C_V_Balma_2_4
V_Balma_2,C_V_Balma_2_5
V_Balma_2,C_V_Balma_2_6
V_Balma_2,C_V_Balma_2_7
V_Balma_2,C_V_Balma_2_8
V_Balma_2,C_V_Balma_2_9
V_Balma_2,C_V_Balma_2_10
V_Balma_2,C_V_Balma_2_11
V_Balma_2,C_V_Balma_2_12
V_Balma_2,C_V_Balma_2_13
V_Balma_3,C_V_Balma_3_1
V_Balma_3,C_V_Balma_3_2
V_Balma_3,C_V_Balma_3_3
V_Balma_3,C_V_Balma_3_4
V_Balma_3,C_V_Balma_3_5
V_Balma_3,C_V_Balma_3_6
V_Balma_3,C_V_Balma_3_7
V_Balma_3,C_V_Balma_3_8
V_Balma_3,C_V_Balma_3_9
V_Balma_3,C_V_Balma_3_10
V_Balma_3,C_V_Balma_3_11
V_Balma_3,C_V_Balma_3_12
V_Balma_3,C_V_Balma_3_13
V_Balma_3,C_V_Balma_3_14
V_Balma_3,C_V_Balma_3_15
V_Balma_3,C_V_Balma_3_16
V_Balma_3,C_V_Balma_3_17
V_Balma_3,C_V_Balma_3_18
V_Balma_3,C_V_Balma_3_19
V_Balma_3,C_V_Balma_3_20
V_Balma_3,C_V_Balma_3_21
V_Balma_3,C_V_Balma_3_22
V_Balma_3,C_V_Balma_3_23
V_Balma_3,C_V_Balma_3_24
V_Balma_3,C_V_Balma_3_25
V_Balma_3,C_V_Balma_3_26
V_Balma_3,C_V_Balma_3_27
V_Balma_3,C_V_Balma_3_28
V_Balma_3,C_V_Balma_3_29
V_Balma_3,C_V_Balma_3_30
V_Balma_3,C_V_Balma_3_31
V_Balma_3,C_V_Balma_3_32
V_Balma_4,C_V_Balma_4_1
V_Balma_4,C_V_Balma_4_2
V_Balma_4,C_V_Balma_4_3
V_Balma_4,C_V_Balma_4_4
V_Balma_4,C_V_Balma_4_5
V_Balma_4,C_V_Balma_4_6
V_Balma_4,C_V_Balma_4_7
V_Balma_4,C_V_Balma_4_8
V_Balma_4,C_V_Balma_4_9
V_Balma_4,C_V_Balma_4_10
V_Balma_4,C_V_Balma_4_11
V_Balma_4,C_V_Balma_4_12
V_Balma_4,C_V_Balma_4_13
V_Balma_4,C_V_Balma_4_14
V_Balma_4,C_V_Balma_4_15
V_Balma_4,C_V_Balma_4_16
V_Balma_4,C_V_Balma_4_17
V_Balma_4,C_V_Balma_4_18
V_Balma_4,C_V_Balma_4_19
V_Balma_4,C_V_Balma_4_20
V_Balma_4,C_V_Balma_4_21
V_Balma_4,C_V_Balma_4_22
V_Balma_4,C_V_Balma_4_23
V_Balma_5,C_V_Balma_5_1
V_Balma_5,C_V_Balma_5_2
V_Balma_5,C_V_Balma_5_3
V_Balma_5,C_V_Balma_5_4
V_Balma_5,C_V_Balma_5_5
V_Balma_5,C_V_Balma_5_6
V_Balma_5,C_V_Balma_5_7
V_Balma_5,C_V_Balma_5_8
V_Balma_5,C_V_Balma_5_9
V_Balma_5,C_V_Balma_5_10
V_Balma_5,C_V_Balma_5_11
V_Balma_5,C_V_Balma_5_12
V_Balma_5,C_V_Balma_5_13
V_Balma_5,C_V_Balma_5_14
V_Balma_5,C_V_Balma_5_15
V_Balma_5,C_V_Balma_5_16
V_Balma_5,C_V_Balma_5_17
V_Balma_1,C_V_Balma_1_1
V_Balma_1,C_V_Balma_1_2
V_Balma_1,C_V_Balma_1_3
V_Balma_1,C_V_Balma_1_4
V_Balma_1,C_V_Balma_1_5
V_Balma_1,C_V_Balma_1_6
V_Balma_1,C_V_Balma_1_7
V_Balma_1,C_V_Balma_1_8
V_Balma_1,C_V_Balma_1_9
V_Balma_1,C_V_Balma_1_10
V_Balma_1,C_V_Balma_1_11
V_Balma_1,C_V_Balma_1_12
V_Balma_1,C_V_Balma_1_13
V_Balma_1,C_V_Balma_1_14
V_Balma_1,C_V_Balma_1_15
V_Balma_1,C_V_Balma_1_16
V_Balma_1,C_V_Balma_1_17
V_Balma_1,C_V_Balma_1_18
V_Balma_1,C_V_Balma_1_19
V_Balma_1,C_V_Balma_1_20
V_Balma_1,C_V_Balma_1_21
V_Balma_1,C_V_Balma_1_22
V_Balma_1,C_V_Balma_1_23
V_Balma_1,C_V_Balma_1_24
V_Balma_1,C_V_Balma_1_25
V_Balma_1,C_V_Balma_1_26
V_Balma_1,C_V_Balma_1_27
V_Balma_1,C_V_Balma_1_28
V_Balma_1,C_V_Balma_1_29
V_Balma_1,C_V_Balma_1_30
V_Balma_1,C_V_Balma_1_31
V_Balma_1,C_V_Balma_1_32
V_Balma_1,C_V_Balma_1_33
V_Balma_1,C_V_Balma_1_34
V_Balma_1,C_V_Balma_1_35
V_Balma_1,C_V_Balma_1_36
V_Balma_1,C_V_Balma_1_37
V_Balma_1,C_V_Balma_1_38
V_Balma_1,C_V_Balma_1_39
V_Balma_1,C_V_Balma_1_40
V_Balma_1,C_V_Balma_1_41
V_Balma_1,C_V_Balma_1_42
V_Balma_1,C_V_Balma_1_43
V_Balma_1,C_V_Balma_1_44
V_Balma_1,C_V_Balma_1_45
V_Balma_1,C_V_Balma_1_46
V_Balma_1,C_V_Balma_1_47
V_Balma_2,C_V_Balma_2_1
V_Balma_2,C_V_Balma_2_2
V_Balma_2,C_V_Balma_2_3
V_Balma_2,C_V_Balma_2_4
V_Balma_2,C_V_Balma_2_5
V_Balma_2,C_V_Balma_2_6
V_Balma_2,C_V_Balma_2_7
V_Balma_2,C_V_Balma_2_8
V_Balma_2,C_V_Balma_2_9
V_Balma_2,C_V_Balma_2_10
V_Balma_2,C_V_Balma_2_11
V_Balma_2,C_V_Balma_2_12
V_Balma_2,C_V_Balma_2_13
V_Balma_2,C_V_Balma_2_14
V_Balma_2,C_V_Balma_2_15
V_Balma_2,C_V_Balma_2_16
V_Balma_2,C_V_Balma_2_17
V_Balma_2,C_V_Balma_2_18
V_Balma_3,C_V_Balma_3_1
V_Balma_3,C_V_Balma_3_2
V_Balma_3,C_V_Balma_3_3
V_Balma_3,C_V_Balma_3_4
V_Balma_1,C_V_Balma_1_1
V_Balma_1,C_V_Balma_1_2
V_Balma_1,C_V_Balma_1_3
V_Balma_1,C_V_Balma_1_4
V_Balma_1,C_V_Balma_1_5
V_Balma_1,C_V_Balma_1_6
V_Balma_2,C_V_Balma_2_1
V_Balma_2,C_V_Balma_2_2
V_Balma_2,C_V_Balma_2_3
V_Balma_2,C_V_Balma_2_4
V_Balma_2,C_V_Balma_2_5
V_Balma_2,C_V_Balma_2_6
V_Balma_2,C_V_Balma_2_7
V_Balma_2,C_V_Balma_2_8
V_Balma_2,C_V_Balma_2_9
V_Balma_2,C_V_Balma_2_10
V_Balma_2,C_V_Balma_2_11
V_Balma_2,C_V_Balma_2_12
V_Balma_2,C_V_Balma_2_13
V_Balma_3,C_V_Balma_3_1
V_Balma_3,C_V_Balma_3_2
V_Balma_3,C_V_Balma_3_3
V_Balma_3,C_V_Balma_3_4
V_Balma_3,C_V_Balma_3_5
V_Balma_3,C_V_Balma_3_6
V_Balma_3,C_V_Balma_3_7
V_Balma_3,C_V_Balma_3_8
V_Balma_3,C_V_Balma_3_9
V_Balma_3,C_V_Balma_3_10
V_Balma_3,C_V_Balma_3_11
V_Balma_3,C_V_Balma_3_12
V_Balma_3,C_V_Balma_3_13
V_Balma_3,C_V_Balma_3_14
V_Balma_3,C_V_Balma_3_15
V_Balma_3,C_V_Balma_3_16
V_Balma_3,C_V_Balma_3_17
V_Balma_3,C_V_Balma_3_18
V_Balma_3,C_V_Balma_3_19
V_Balma_3,C_V_Balma_3_20
V_Balma_3,C_V_Balma_3_21
V_Balma_3,C_V_Balma_3_22
V_Balma_3,C_V_Balma_3_23
V_Balma_3,C_V_Balma_3_24
V_Balma_3,C_V_Balma_3_25
V_Balma_3,C_V_Balma_3_26
V_Balma_3,C_V_Balma_3_27
V_Balma_3,C_V_Balma_3_28
V_Balma_3,C_V_Balma_3_29
V_Balma_3,C_V_Balma_3_30
V_Balma_3,C_V_Balma_3_31
V_Balma_3,C_V_Balma_3_32
V_Balma_3,C_V_Balma_3_33
V_Balma_3,C_V_Balma_3_34
V_Balma_3,C_V_Balma_3_35
V_Balma_3,C_V_Balma_3_36
V_Balma_3,C_V_Balma_3_37
V_Balma_3,C_V_Balma_3_38
V_Balma_3,C_V_Balma_3_39
V_Balma_3,C_V_Balma_3_40
V_Balma_3,C_V_Balma_3_41
V_Balma_3,C_V_Balma_3_42
V_Balma_3,C_V_Balma_3_43
V_Balma_4,C_V_Balma_4_1
V_Balma_4,C_V_Balma_4_2
V_Balma_4,C_V_Balma_4_3
V_Balma_4,C_V_Balma_4_4
V_Balma_4,C_V_Balma_4_5
V_Balma_4,C_V_Balma_4_6
V_Balma_4,C_V_Balma_4_7
V_Balma_4,C_V_Balma_4_8
V_Balma_4,C_V_Balma_4_9
V_Balma_4,C_V_Balma_4_10
V_Balma_4,C_V_Balma_4_11
V_Balma_4,C_V_Balma_4_12
V_Balma_4,C_V_Balma_4_13
V_Balma_4,C_V_Balma_4_14
V_Balma_4,C_V_Balma_4_15
V_Balma_4,C_V_Balma_4_16
V_Balma_4,C_V_Balma_4_17
V_Balma_4,C_V_Balma_4_18
V_Balma_4,C_V_Balma_4_19
V_Balma_4,C_V_Balma_4_20
V_Balma_5,C_V_Balma_5_1
V_Balma_5,C_V_Balma_5_2
V_Balma_5,C_V_Balma_5_3
V_Balma_5,C_V_Balma_5_4
V_Balma_5,C_V_Balma_5_5
V_Brest_1,C_V_Brest_1_1
V_Brest_2,C_V_Brest_2_1
V_Brest_3,C_V_Brest_3_1
V_Brest_3,C_V_Brest_3_2
V_Brest_3,C_V_Brest_3_3
V_Brest_3,C_V_Brest_3_4
V_Brest_3,C_V_Brest_3_5
V_Brest_3,C_V_Brest_3_6
V_Brest_3,C_V_Brest_3_7
V_Brest_3,C_V_Brest_3_8
V_Brest_3,C_V_Brest_3_9
V_Brest_3,C_V_Brest_3_10
V_Brest_3,C_V_Brest_3_11
V_Brest_3,C_V_Brest_3_12
V_Brest_3,C_V_Brest_3_13
V_Brest_3,C_V_Brest_3_14
V_Brest_3,C_V_Brest_3_15
V_Brest_3,C_V_Brest_3_16
V_Brest_3,C_V_Brest_3_17
V_Brest_3,C_V_Brest_3_18
V_Brest_3,C_V_Brest_3_19
V_Brest_3,C_V_Brest_3_20
V_Brest_3,C_V_Brest_3_21
V_Brest_3,C_V_Brest_3_22
V_Brest_3,C_V_Brest_3_23
V_Brest_3,C_V_Brest_3_24
V_Brest_3,C_V_Brest_3_25
V_Brest_3,C_V_Brest_3_26
V_Brest_3,C_V_Brest_3_27
V_Brest_3,C_V_Brest_3_28
V_Brest_3,C_V_Brest_3_29
V_Brest_3,C_V_Brest_3_30
V_Brest_3,C_V_Brest_3_31
V_Brest_3,C_V_Brest_3_32
V_Brest_3,C_V_Brest_3_33
V_Brest_3,C_V_Brest_3_34
V_Brest_4,C_V_Brest_4_1
V_Brest_4,C_V_Brest_4_2
V_Brest_4,C_V_Brest_4_3
V_Brest_4,C_V_Brest_4_4
V_Brest_4,C_V_Brest_4_5
V_Brest_4,C_V_Brest_4_6
V_Brest_4,C_V_Brest_4_7
V_Brest_4,C_V_Brest_4_8
V_Brest_4,C_V_Brest_4_9
V_Brest_4,C_V_Brest_4_10
V_Brest_4,C_V_Brest_4_11
V_Brest_4,C_V_Brest_4_12
V_Brest_4,C_V_Brest_4_13
V_Brest_4,C_V_Brest_4_14
V_Brest_4,C_V_Brest_4_15
V_Brest_4,C_V_Brest_4_16
V_Brest_5,C_V_Brest_5_1
V_Brest_5,C_V_Brest_5_2
V_Brest_5,C_V_Brest_5_3
V_Brest_5,C_V_Brest_5_4
V_Brest_5,C_V_Brest_5_5
V_Brest_5,C_V_Brest_5_6
V_Brest_5,C_V_Brest_5_7
V_Brest_5,C_V_Brest_5_8
V_Brest_5,C_V_Brest_5_9
V_Brest_5,C_V_Brest_5_10
V_Brest_5,C_V_Brest_5_11
V_Brest_5,C_V_Brest_5_12
V_Brest_5,C_V_Brest_5_13
V_Brest_5,C_V_Brest_5_14
V_Brest_5,C_V_Brest_5_15
V_Brest_5,C_V_Brest_5_16
V_Brest_5,C_V_Brest_5_17
V_Brest_5,C_V_Brest_5_18
V_Brest_5,C_V_Brest_5_19
V_Brest_5,C_V_Brest_5_20
V_Brest_5,C_V_Brest_5_21
V_Brest_5,C_V_Brest_5_22
V_Brest_5,C_V_Brest_5_23
V_Brest_5,C_V_Brest_5_24
V_Brest_5,C_V_Brest_5_25
V_Brest_5,C_V_Brest_5_26
V_Brest_5,C_V_Brest_5_27
V_Brest_5,C_V_Brest_5_28
V_Brest_5,C_V_Brest_5_29
V_Brest_5,C_V_Brest_5_30
V_Brest_5,C_V_Brest_5_31
V_Brest_5,C_V_Brest_5_32
V_Brest_5,C_V_Brest_5_33
V_Brest_5,C_V_Brest_5_34
V_Brest_5,C_V_Brest_5_35
V_Brest_5,C_V_Brest_5_36
V_Brest_5,C_V_Brest_5_37
V_Brest_5,C_V_Brest_5_38
V_Brest_5,C_V_Brest_5_39
V_Brest_5,C_V_Brest_5_40
V_Brest_5,C_V_Brest_5_41
V_Brest_5,C_V_Brest_5_42
V_Brest_5,C_V_Brest_5_43
V_Brest_5,C_V_Brest_5_44
V_Brest_5,C_V_Brest_5_45
V_Brest_5,C_V_Brest_5_46
